X,adj,noun,session,n,adj_stem,noun_stem,article,network_id,attncheckscore,x1,x2,x3,x4,x5,range,mean_typ
348,pink,flower,2,3,pink,flower,a,22,1,3,5,3,3,NA,2,3.5
349,purple,bear,2,3,purpl,bear,a,96,1,1,1,1,NA,NA,0,1
350,purple,duck,2,3,purpl,duck,a,61,1,1,1,1,1,NA,0,1
351,purple,flower,2,3,purpl,flower,a,30,1,3,4,2,2,NA,1,2.75
352,purple,frog,2,3,purpl,frog,a,83,1,2,2,2,1,NA,0,1.75
353,purple,horse,2,3,purpl,hors,a,21,1,1,1,1,1,NA,0,1
354,purple,sheep,2,3,purpl,sheep,a,18,1,1,1,1,1,NA,0,1
355,purple,triangle,2,3,purpl,triangl,a,52,1,1,3,1,NA,NA,2,1.6666666666666667
356,red,balloon,2,3,red,balloon,a,36,1,3,3,4,3,NA,0,3.25
357,red,bear,2,3,red,bear,a,10,1,1,1,2,4,NA,0,2
358,red,cat,2,3,red,cat,a,6,1,2,2,2,NA,NA,0,2
359,red,duck,2,3,red,duck,a,92,1,1,2,2,3,NA,1,2
360,red,frog,2,3,red,frog,a,97,1,5,2,2,2,NA,3,2.75
361,red,horse,2,3,red,hors,a,31,1,1,1,2,1,NA,0,1.25
362,red,sheep,2,3,red,sheep,a,46,1,1,1,1,1,1,0,1
363,red,star,2,3,red,star,a,17,1,2,3,3,3,NA,1,2.75
364,wet,sand,2,3,wet,sand,NA,33,1,1,5,4,5,NA,4,3.75
365,yellow,bear,2,3,yellow,bear,a,38,1,1,1,2,5,NA,0,2.25
366,yellow,bus,2,3,yellow,bu,a,63,1,3,6,5,4,NA,3,4.5
367,yellow,car,2,3,yellow,car,a,40,1,2,2,3,2,NA,0,2.25
368,yellow,cat,2,3,yellow,cat,a,104,1,1,3,5,3,NA,2,3
369,yellow,fish,2,3,yellow,fish,a,85,1,4,3,3,3,NA,1,3.25
370,yellow,frog,2,3,yellow,frog,a,12,1,2,3,1,4,NA,1,2.5
371,yellow,goldfish,2,3,yellow,goldfish,a,6,1,6,2,5,NA,NA,4,4.333333333333333
372,yellow,horse,2,3,yellow,hors,a,81,1,1,1,2,NA,NA,0,1.3333333333333333
373,yellow,sheep,2,3,yellow,sheep,a,58,1,1,2,1,2,NA,1,1.5
374,bright,star,2,2,bright,star,a,3,1,7,6,6,7,NA,1,6.5
375,brown,ant,2,2,brown,ant,an,76,1,5,6,5,NA,NA,1,5.333333333333333
376,brown,hair,2,2,brown,hair,a,87,1,5,4,3,5,NA,1,4.25
377,curly,hair,2,2,curli,hair,a,108,1,3,3,3,4,NA,0,3.25
378,dirty,laundry,2,2,dirti,laundri,NA,53,1,4,5,5,5,NA,1,4.75
379,dirty,nose,2,2,dirti,nose,a,43,1,4,3,5,2,NA,1,3.5
380,dirty,shirt,2,2,dirti,shirt,a,64,1,6,4,4,4,NA,2,4.5
381,dirty,truck,2,2,dirti,truck,a,60,1,4,3,5,3,4,1,3.8
382,fat,baby,2,2,fat,babi,a,30,1,5,3,3,3,NA,2,3.5
383,fat,leg,2,2,fat,leg,a,3,1,5,3,5,4,NA,2,4.25
384,fuzzy,slipper,2,2,fuzzi,slipper,a,104,1,4,3,6,3,NA,1,4
385,giant,octopus,2,2,giant,octopu,an,39,1,2,3,5,NA,NA,1,3.3333333333333335
386,green,balloon,2,2,green,balloon,a,79,1,3,3,3,3,NA,0,3
387,green,car,2,2,green,car,a,61,1,3,5,3,3,NA,2,3.5
388,green,cup,2,2,green,cup,a,59,1,6,4,3,2,NA,2,3.75
389,green,noodle,2,2,green,noodl,a,87,1,2,2,2,2,NA,0,2
390,hot,bite,2,2,hot,bite,a,15,1,4,3,1,3,NA,1,2.75
391,hot,pear,2,2,hot,pear,a,109,1,2,2,2,1,NA,0,1.75
392,hot,pig,2,2,hot,pig,a,43,1,3,3,4,3,NA,0,3.25
393,orange,bird,2,2,orang,bird,a,52,1,3,2,2,NA,NA,1,2.3333333333333335
394,orange,circle,2,2,orang,circl,a,31,1,3,3,3,3,NA,0,3
395,pink,bird,2,2,pink,bird,a,7,1,2,2,2,3,NA,0,2.25
396,pink,shoe,2,2,pink,shoe,a,15,1,2,2,3,3,NA,0,2.5
397,purple,shoe,2,2,purpl,shoe,a,54,1,3,3,3,3,NA,0,3
398,red,box,2,2,red,box,a,77,1,3,3,2,3,NA,0,2.75
399,red,button,2,2,red,button,a,53,1,3,1,5,3,NA,2,3
400,red,dog,2,2,red,dog,a,37,1,2,3,2,NA,NA,1,2.3333333333333335
401,red,flower,2,2,red,flower,a,22,1,3,3,4,3,NA,0,3.25
402,red,light,2,2,red,light,a,45,1,3,5,3,3,NA,2,3.5
403,red,nest,2,2,red,nest,a,77,1,2,2,2,2,NA,0,2
404,red,rectangle,2,2,red,rectangl,a,14,1,5,3,2,NA,NA,2,3.3333333333333335
405,silky,ear,2,2,silki,ear,an,17,1,2,1,1,3,NA,1,1.75
406,soaking,shirt,2,2,soak,shirt,a,55,1,2,2,3,3,NA,0,2.5
407,thick,noodle,2,2,thick,noodl,a,66,1,5,4,3,3,NA,1,3.75
408,wet,diaper,2,2,wet,diaper,a,94,1,5,3,3,5,NA,2,4
409,wet,house,2,2,wet,hous,a,107,1,3,2,2,2,NA,1,2.25
410,wet,shirt,2,2,wet,shirt,a,8,1,4,3,2,2,NA,1,2.75
411,yellow,collar,2,2,yellow,collar,a,47,1,4,3,3,3,NA,1,3.25
412,yellow,flower,2,2,yellow,flower,a,6,1,3,3,3,NA,NA,0,3
413,yellow,hat,2,2,yellow,hat,a,59,1,6,4,3,3,NA,2,4
414,yellow,leaf,2,2,yellow,leaf,a,85,1,5,4,3,6,NA,1,4.5
415,yellow,puppy,2,2,yellow,puppi,a,1,1,3,2,1,1,NA,1,1.75
416,yellow,triangle,2,2,yellow,triangl,a,63,1,3,4,2,2,NA,1,2.75
417,blond,hair,2,1,blond,hair,a,97,1,4,3,4,3,NA,1,3.5
418,blond,horse,2,1,blond,hors,a,72,1,2,2,2,3,NA,0,2.25
419,blonde,hair,2,1,blond,hair,a,2,1,3,3,3,3,NA,0,3
420,blonde,lady,2,1,blond,ladi,a,69,1,5,4,4,3,NA,1,4
421,bottom,lip,2,1,bottom,lip,a,25,1,4,5,4,4,NA,1,4.25
422,bright,engine,2,1,bright,engin,an,36,1,3,2,4,3,NA,1,3
423,brown,aspen,2,1,brown,aspen,an,74,1,3,4,5,3,NA,1,3.75
424,brown,dog,2,1,brown,dog,a,101,1,6,3,5,4,NA,3,4.5
425,brown,page,2,1,brown,page,a,39,1,2,2,4,NA,NA,0,2.6666666666666665
426,cloudy,day,2,1,cloudi,dai,a,74,1,4,3,3,4,NA,1,3.5
427,cloudy,window,2,1,cloudi,window,a,97,1,6,3,3,2,NA,3,3.5
428,curly,string,2,1,curli,string,a,102,1,2,2,3,3,NA,0,2.5
429,dead,battery,2,1,dead,batteri,a,53,1,5,3,3,4,NA,2,3.75
430,dirty,banana,2,1,dirti,banana,a,78,1,3,2,3,3,NA,1,2.75
431,dirty,bottom,2,1,dirti,bottom,a,20,1,3,3,4,3,NA,0,3.25
432,dirty,diaper,2,1,dirti,diaper,a,80,1,4,6,5,3,NA,2,4.5
433,dirty,dump,2,1,dirti,dump,a,100,1,3,6,7,6,NA,3,5.5
434,dirty,guy,2,1,dirti,gui,a,60,1,3,3,3,3,2,0,2.8
435,dirty,hamper,2,1,dirti,hamper,a,89,1,6,3,6,NA,NA,3,5
436,dirty,milk,2,1,dirti,milk,NA,108,1,3,2,1,2,NA,1,2
437,dirty,mitt,2,1,dirti,mitt,a,49,1,3,5,3,5,NA,2,4
438,dirty,pig,2,1,dirti,pig,a,23,1,5,3,6,6,NA,2,5
439,dirty,slide,2,1,dirti,slide,a,24,1,2,5,4,4,NA,3,3.75
440,dirty,spoon,2,1,dirti,spoon,a,50,1,4,5,4,4,NA,1,4.25
441,dirty,tractor,2,1,dirti,tractor,a,62,1,6,5,5,4,NA,1,5
442,downtown,street,2,1,downtown,street,a,77,1,3,5,4,4,NA,2,4
443,fat,guy,2,1,fat,gui,a,40,1,3,3,3,3,NA,0,3
444,fat,pig,2,1,fat,pig,a,86,1,6,6,6,6,NA,0,6
445,fat,roll,2,1,fat,roll,a,101,1,3,3,3,3,NA,0,3
446,fat,suit,2,1,fat,suit,a,38,1,2,3,5,2,NA,1,3
447,furry,dog,2,1,furri,dog,a,44,1,6,4,6,3,NA,2,4.75
448,fuzzy,tail,2,1,fuzzi,tail,a,79,1,4,4,5,5,NA,0,4.5
449,giant,mother,2,1,giant,mother,a,8,1,1,7,3,3,NA,6,3.5
450,giant,pirate,2,1,giant,pirat,a,61,1,1,1,3,3,NA,0,2
451,gold,reindeer,2,1,gold,reindeer,a,45,1,1,2,1,1,NA,1,1.25
452,gold,star,2,1,gold,star,a,109,1,4,5,6,4,NA,1,4.75
453,gold,top,2,1,gold,top,a,54,1,3,3,3,3,NA,0,3
454,green,bean,2,1,green,bean,a,97,1,7,3,3,3,NA,4,4
455,green,crayon,2,1,green,crayon,a,86,1,5,4,3,4,NA,1,4
456,green,dog,2,1,green,dog,a,47,1,2,1,1,1,NA,1,1.25
457,green,giraffe,2,1,green,giraff,a,50,1,1,1,1,1,NA,0,1
458,green,grasshopper,2,1,green,grasshopp,a,1,1,6,5,7,3,NA,1,5.25
459,green,guy,2,1,green,gui,a,102,1,1,1,1,1,NA,0,1
460,green,hat,2,1,green,hat,a,34,1,3,3,2,3,NA,0,2.75
461,green,leaf,2,1,green,leaf,a,75,1,6,4,5,6,NA,2,5.25
462,green,pepper,2,1,green,pepper,a,6,1,3,4,3,NA,NA,1,3.3333333333333335
463,green,picture,2,1,green,pictur,a,98,1,4,3,2,NA,NA,1,3
464,green,shoe,2,1,green,shoe,a,68,1,3,2,1,2,NA,1,2
465,green,train,2,1,green,train,a,82,1,2,3,2,3,NA,1,2.5
466,green,tummy,2,1,green,tummi,a,62,1,1,1,2,2,NA,0,1.5
467,hot,aspen,2,1,hot,aspen,an,2,1,2,1,2,3,NA,1,2
468,hot,bacon,2,1,hot,bacon,NA,28,1,5,6,5,6,NA,1,5.5
469,hot,candle,2,1,hot,candl,a,64,1,7,6,4,7,NA,1,6
470,hot,car,2,1,hot,car,a,12,1,3,3,3,5,NA,0,3.5
471,hot,chicken,2,1,hot,chicken,NA,100,1,3,6,6,3,NA,3,4.5
472,hot,circle,2,1,hot,circl,a,81,1,1,3,2,NA,NA,2,2
473,hot,ear,2,1,hot,ear,an,15,1,2,2,1,2,NA,0,1.75
474,hot,egg,2,1,hot,egg,an,48,1,4,3,5,5,NA,1,4.25
475,hot,foot,2,1,hot,foot,a,17,1,2,3,2,2,NA,1,2.25
476,hot,honey,2,1,hot,honei,NA,30,1,3,3,3,3,NA,0,3
477,hot,marshmallow,2,1,hot,marshmallow,a,84,1,3,6,3,3,NA,3,3.75
478,hot,muffin,2,1,hot,muffin,a,42,1,3,3,5,3,NA,0,3.5
479,hot,nose,2,1,hot,nose,a,42,1,2,1,1,3,NA,1,1.75
480,hot,nugget,2,1,hot,nugget,a,66,1,3,7,3,2,NA,4,3.75
481,hot,radiator,2,1,hot,radiat,a,18,1,3,6,5,6,NA,3,5
482,hot,roll,2,1,hot,roll,a,43,1,3,5,3,3,NA,2,3.5
483,hot,strawberry,2,1,hot,strawberri,a,86,1,1,1,2,2,NA,0,1.5
484,hot,sun,2,1,hot,sun,a,19,1,7,7,7,7,NA,0,7
485,hot,telephone,2,1,hot,telephon,a,22,1,2,2,1,2,NA,0,1.75
486,hot,toast,2,1,hot,toast,NA,100,1,3,6,4,5,NA,3,4.5
487,hot,window,2,1,hot,window,a,99,1,2,3,1,1,NA,1,1.75
488,hot,wood,2,1,hot,wood,NA,18,1,3,3,1,3,NA,0,2.5
489,light,horse,2,1,light,hors,a,53,1,2,1,5,3,NA,1,2.75
490,muddy,guy,2,1,muddi,gui,a,62,1,3,2,2,3,NA,1,2.5
491,orange,block,2,1,orang,block,a,59,1,5,5,3,2,NA,0,3.75
492,orange,bowl,2,1,orang,bowl,a,94,1,3,3,3,3,NA,0,3
493,orange,candy,2,1,orang,candi,NA,16,1,4,3,5,3,NA,1,3.75
494,orange,carpet,2,1,orang,carpet,a,65,1,3,2,3,2,NA,1,2.5
495,orange,flag,2,1,orang,flag,a,81,1,3,3,3,NA,NA,0,3
496,orange,flower,2,1,orang,flower,a,93,1,2,3,3,3,NA,1,2.75
497,orange,foot,2,1,orang,foot,a,54,1,1,2,1,2,NA,1,1.5
498,orange,hamster,2,1,orang,hamster,a,62,1,3,3,3,4,NA,0,3.25
499,orange,hat,2,1,orang,hat,a,25,1,2,2,3,3,NA,0,2.5
500,orange,leaf,2,1,orang,leaf,a,58,1,5,3,3,3,NA,2,3.5
501,orange,nose,2,1,orang,nose,a,3,1,1,2,1,2,NA,1,1.5
502,orange,pear,2,1,orang,pear,a,96,1,1,1,1,NA,NA,0,1
503,orange,pepper,2,1,orang,pepper,a,104,1,1,3,3,2,NA,2,2.25
504,orange,shoe,2,1,orang,shoe,a,22,1,3,3,2,2,NA,0,2.5
505,pajamas,jeans,2,1,pajama,jean,NA,110,1,3,3,3,2,2,0,2.6
506,pink,bunny,2,1,pink,bunni,a,107,1,2,1,3,1,NA,1,1.75
507,pink,color,2,1,pink,color,a,108,1,2,3,2,3,NA,1,2.5
508,pink,door,2,1,pink,door,a,99,1,2,2,3,2,NA,0,2.25
509,pink,dot,2,1,pink,dot,a,103,1,3,4,3,3,NA,1,3.25
510,pink,gown,2,1,pink,gown,a,37,1,5,4,3,NA,NA,1,4
511,pink,head,2,1,pink,head,a,92,1,6,3,1,2,NA,3,3
512,pink,pear,2,1,pink,pear,a,23,1,3,1,1,3,NA,2,2
513,pink,pig,2,1,pink,pig,a,57,1,5,6,5,6,NA,1,5.5
514,pink,pillow,2,1,pink,pillow,a,47,1,5,3,3,3,NA,2,3.5
515,pink,rabbit,2,1,pink,rabbit,a,91,1,2,3,1,NA,NA,1,2
516,pink,shirt,2,1,pink,shirt,a,102,1,2,3,3,3,NA,1,2.75
517,plastic,bag,2,1,plastic,bag,a,26,1,5,5,6,4,NA,0,5
518,purple,ball,2,1,purpl,ball,a,23,1,2,3,3,3,NA,1,2.75
519,purple,coat,2,1,purpl,coat,a,29,1,3,3,3,2,NA,0,2.75
520,purple,cow,2,1,purpl,cow,a,21,1,1,1,1,1,NA,0,1
521,purple,cup,2,1,purpl,cup,a,40,1,3,3,2,3,NA,0,2.75
522,purple,dinosaur,2,1,purpl,dinosaur,a,96,1,1,1,2,NA,NA,0,1.3333333333333333
523,purple,dog,2,1,purpl,dog,a,41,1,1,1,1,NA,NA,0,1
524,purple,fish,2,1,purpl,fish,a,21,1,1,2,3,3,NA,1,2.25
525,purple,glass,2,1,purpl,glass,NA,44,1,2,3,2,2,NA,1,2.25
526,purple,hat,2,1,purpl,hat,a,18,1,3,3,4,3,NA,0,3.25
527,purple,head,2,1,purpl,head,a,26,1,1,1,1,1,NA,0,1
528,purple,noodle,2,1,purpl,noodl,a,31,1,1,2,1,2,NA,1,1.5
529,purple,octopus,2,1,purpl,octopu,an,5,1,3,4,NA,NA,NA,1,3.5
530,purple,sand,2,1,purpl,sand,NA,109,1,1,2,2,4,NA,1,2.25
531,purple,truck,2,1,purpl,truck,a,46,1,2,2,2,2,2,0,2
532,rainy,day,2,1,raini,dai,a,82,1,4,3,3,3,NA,1,3.25
533,red,ball,2,1,red,ball,a,6,1,3,5,6,NA,NA,2,4.666666666666667
534,red,block,2,1,red,block,a,25,1,3,5,4,3,NA,2,3.75
535,red,boat,2,1,red,boat,a,67,1,3,3,3,3,NA,0,3
536,red,bow,2,1,red,bow,a,9,1,3,3,5,5,NA,0,4
537,red,carpet,2,1,red,carpet,a,66,1,4,3,4,3,NA,1,3.5
538,red,coat,2,1,red,coat,a,24,1,2,2,3,3,NA,0,2.5
539,red,collar,2,1,red,collar,a,32,1,3,4,5,3,NA,1,3.75
540,red,crab,2,1,red,crab,a,2,1,5,3,5,7,NA,2,5
541,red,dot,2,1,red,dot,a,76,1,3,4,5,NA,NA,1,4
542,red,drawer,2,1,red,drawer,a,63,1,3,3,2,2,NA,0,2.5
543,red,engine,2,1,red,engin,an,37,1,4,3,2,NA,NA,1,3
544,red,gown,2,1,red,gown,a,33,1,1,3,3,3,NA,2,2.5
545,red,grape,2,1,red,grape,a,103,1,3,4,3,4,NA,1,3.5
546,red,hair,2,1,red,hair,a,58,1,3,3,2,3,NA,0,2.75
547,red,hamster,2,1,red,hamster,a,86,1,1,1,1,1,NA,0,1
548,red,hat,2,1,red,hat,a,80,1,5,3,3,3,NA,2,3.5
549,red,hole,2,1,red,hole,a,5,1,4,1,NA,NA,NA,3,2.5
550,red,neck,2,1,red,neck,a,66,1,3,3,4,3,NA,0,3.25
551,red,pepper,2,1,red,pepper,a,41,1,4,4,5,NA,NA,0,4.333333333333333
552,red,picture,2,1,red,pictur,a,2,1,2,3,3,2,NA,1,2.5
553,red,reindeer,2,1,red,reindeer,a,66,1,3,1,5,2,NA,2,2.75
554,red,ribbon,2,1,red,ribbon,a,46,1,5,4,5,5,5,1,4.8
555,red,scarf,2,1,red,scarf,a,29,1,3,3,4,3,NA,0,3.25
556,red,shirt,2,1,red,shirt,a,29,1,3,4,3,3,NA,1,3.25
557,red,shoe,2,1,red,shoe,a,56,1,3,5,3,5,NA,2,4
558,red,tomato,2,1,red,tomato,a,51,1,6,6,7,3,NA,0,5.5
559,red,top,2,1,red,top,a,58,1,3,3,3,3,NA,0,3
560,red,wood,2,1,red,wood,NA,74,1,3,2,3,3,NA,1,2.75
561,rocky,rock,2,1,rocki,rock,a,78,1,5,7,6,6,NA,2,6
562,round,bird,2,1,round,bird,a,92,1,2,3,3,3,NA,1,2.75
563,round,gift,2,1,round,gift,a,72,1,5,3,6,3,NA,2,4.25
564,round,moon,2,1,round,moon,a,98,1,5,7,6,NA,NA,2,6
565,rubber,glove,2,1,rubber,glove,a,20,1,4,3,6,5,NA,1,4.5
566,rusty,garage,2,1,rusti,garag,a,98,1,2,2,5,NA,NA,0,3
567,salty,ocean,2,1,salti,ocean,an,12,1,7,5,7,7,NA,2,6.5
568,salty,wave,2,1,salti,wave,a,18,1,6,1,5,4,NA,5,4
569,slim,tunnel,2,1,slim,tunnel,a,95,1,3,3,2,2,NA,0,2.5
570,slippery,shoe,2,1,slipperi,shoe,a,108,1,3,2,3,2,NA,1,2.5
571,snowy,bear,2,1,snowi,bear,a,38,1,1,1,3,4,NA,0,2.25
572,solid,smack,2,1,solid,smack,a,5,1,4,4,NA,NA,NA,0,4
573,sunny,sun,2,1,sunni,sun,a,19,1,7,7,7,7,NA,0,7
574,sweet,baby,2,1,sweet,babi,a,2,1,3,5,3,4,NA,2,3.75
575,sweet,cocoa,2,1,sweet,cocoa,NA,73,1,3,2,3,NA,NA,1,2.6666666666666665
576,sweet,girl,2,1,sweet,girl,a,82,1,4,3,3,3,NA,1,3.25
577,sweet,marshmallow,2,1,sweet,marshmallow,a,92,1,6,6,6,7,NA,0,6.25
578,sweet,potato,2,1,sweet,potato,a,94,1,2,3,3,3,NA,1,2.75
579,sweet,sweet,2,1,sweet,sweet,a,15,1,4,6,5,4,NA,2,4.75
580,velvety,cat,2,1,velveti,cat,a,8,1,1,4,1,3,NA,3,2.25
582,wet,ball,2,1,wet,ball,a,54,1,3,3,3,3,NA,0,3
583,wet,book,2,1,wet,book,a,84,1,2,2,2,2,NA,0,2
584,wet,hand,2,1,wet,hand,a,70,1,4,2,3,3,NA,2,3
585,wet,honey,2,1,wet,honei,NA,65,1,3,2,7,6,NA,1,4.5
586,wet,page,2,1,wet,page,a,34,1,2,2,2,2,NA,0,2
587,wet,pal,2,1,wet,pal,a,20,1,2,2,3,4,NA,0,2.75
588,wet,pillow,2,1,wet,pillow,a,32,1,1,2,3,2,NA,1,2
589,wooden,horse,2,1,wooden,hors,a,39,1,2,2,4,NA,NA,0,2.6666666666666665
590,yellow,bee,2,1,yellow,bee,a,97,1,6,6,5,5,NA,0,5.5
591,yellow,block,2,1,yellow,block,a,87,1,3,2,2,4,NA,1,2.75
592,yellow,bunny,2,1,yellow,bunni,a,7,1,2,1,3,2,NA,1,2
593,yellow,cap,2,1,yellow,cap,a,15,1,3,3,3,3,NA,0,3
594,yellow,couch,2,1,yellow,couch,a,53,1,2,3,3,3,NA,1,2.75
595,yellow,dog,2,1,yellow,dog,a,64,1,1,3,3,3,NA,2,2.5
596,yellow,duckling,2,1,yellow,duckl,a,5,1,5,6,NA,NA,NA,1,5.5
597,yellow,floor,2,1,yellow,floor,a,67,1,3,2,2,2,NA,1,2.25
598,yellow,honey,2,1,yellow,honei,NA,12,1,3,6,4,4,NA,3,4.25
599,yellow,lemonade,2,1,yellow,lemonad,NA,46,1,4,6,6,6,6,2,5.6
600,yellow,line,2,1,yellow,line,a,21,1,3,5,3,3,NA,2,3.5
601,yellow,phone,2,1,yellow,phone,a,38,1,2,2,3,5,NA,0,3
602,yellow,sailboat,2,1,yellow,sailboat,a,10,1,3,3,3,2,NA,0,2.75
603,yellow,sand,2,1,yellow,sand,NA,90,1,5,6,2,3,5,1,4.2
604,yellow,star,2,1,yellow,star,a,77,1,5,3,3,6,NA,2,4.25
605,yellow,water,2,1,yellow,water,NA,56,1,3,2,3,3,NA,1,2.75
606,brown,bear,3,16,brown,bear,a,30,1,6,5,3,6,NA,1,5
607,green,dog,3,14,green,dog,a,47,1,2,1,1,1,NA,1,1.25
608,yellow,cup,3,13,yellow,cup,a,57,1,3,3,3,3,NA,0,3
609,red,ball,3,10,red,ball,a,6,1,3,5,6,NA,NA,2,4.666666666666667
610,red,bird,3,10,red,bird,a,99,1,2,3,3,2,NA,1,2.5
611,yellow,bus,3,10,yellow,bu,a,63,1,3,6,5,4,NA,3,4.5
612,red,block,3,9,red,block,a,25,1,3,5,4,3,NA,2,3.75
613,red,hat,3,9,red,hat,a,80,1,5,3,3,3,NA,2,3.5
614,red,light,3,9,red,light,a,45,1,3,5,3,3,NA,2,3.5
615,rocky,truck,3,9,rocki,truck,a,72,1,1,1,1,2,NA,0,1.25
616,purple,car,3,8,purpl,car,a,56,1,2,3,2,2,NA,1,2.25
617,yellow,banana,3,8,yellow,banana,a,75,1,5,5,7,6,NA,0,5.75
618,yellow,duck,3,8,yellow,duck,a,10,1,6,3,5,6,NA,3,5
619,purple,flower,3,7,purpl,flower,a,30,1,3,4,2,2,NA,1,2.75
620,wet,shorts,3,7,wet,short,NA,66,1,5,5,2,2,NA,0,3.5
621,dirty,hand,3,6,dirti,hand,a,100,1,3,4,4,3,NA,1,3.5
622,hot,table,3,6,hot,tabl,a,106,1,2,1,2,1,NA,1,1.5
623,orange,puppy,3,6,orang,puppi,a,60,1,2,2,1,1,1,0,1.4
624,pink,ball,3,6,pink,ball,a,43,1,3,3,1,3,NA,0,2.5
625,red,dog,3,6,red,dog,a,37,1,2,3,2,NA,NA,1,2.3333333333333335
626,rubber,duck,3,6,rubber,duck,a,69,1,3,5,3,3,NA,2,3.5
627,yellow,chick,3,6,yellow,chick,a,23,1,5,6,7,5,NA,1,5.75
628,yellow,leave,3,6,yellow,leav,a,28,1,1,3,4,4,NA,2,3
629,dirty,baby,3,5,dirti,babi,a,17,1,3,5,3,2,NA,2,3.25
630,dirty,shoe,3,5,dirti,shoe,a,58,1,6,3,5,2,NA,3,4
631,green,balloon,3,5,green,balloon,a,79,1,3,3,3,3,NA,0,3
632,orange,truck,3,5,orang,truck,a,88,1,3,2,3,2,NA,1,2.5
633,red,apple,3,5,red,appl,an,102,1,7,5,6,3,NA,2,5.25
634,red,car,3,5,red,car,a,12,1,3,3,3,3,NA,0,3
635,slippery,foot,3,5,slipperi,foot,a,19,1,3,2,3,2,NA,1,2.5
636,yellow,fish,3,5,yellow,fish,a,85,1,4,3,3,3,NA,1,3.25
637,yellow,school,3,5,yellow,school,a,20,1,2,3,2,3,NA,1,2.5
638,furry,foot,3,4,furri,foot,a,44,1,5,2,4,2,NA,3,3.25
639,green,ball,3,4,green,ball,a,82,1,3,3,3,3,NA,0,3
640,green,grass,3,4,green,grass,NA,4,1,6,6,7,7,NA,0,6.5
641,green,light,3,4,green,light,a,102,1,3,2,2,2,NA,1,2.25
642,pink,ear,3,4,pink,ear,an,68,1,3,3,4,2,NA,0,3
643,pink,scarf,3,4,pink,scarf,a,52,1,3,4,2,NA,NA,1,3
644,red,foot,3,4,red,foot,a,19,1,2,1,3,2,NA,1,2
645,silky,fur,3,4,silki,fur,NA,45,1,5,5,4,3,NA,0,4.25
646,wet,foot,3,4,wet,foot,a,45,1,3,3,3,3,NA,0,3
647,yellow,cross,3,4,yellow,cross,a,110,1,1,3,3,3,3,2,2.6
648,yellow,grass,3,4,yellow,grass,NA,7,1,3,3,3,4,NA,0,3.25
649,brown,dog,3,3,brown,dog,a,101,1,6,3,5,4,NA,3,4.5
650,brown,dot,3,3,brown,dot,a,69,1,3,3,3,3,NA,0,3
651,dark,cloud,3,3,dark,cloud,a,2,1,3,3,4,3,NA,0,3.25
652,dirty,diaper,3,3,dirti,diaper,a,80,1,4,6,5,3,NA,2,4.5
653,fuzzy,foot,3,3,fuzzi,foot,a,47,1,6,2,2,1,NA,4,2.75
654,green,color,3,3,green,color,a,35,1,3,3,5,5,NA,0,4
655,green,horse,3,3,green,hors,a,86,1,1,1,1,1,NA,0,1
656,green,money,3,3,green,monei,NA,47,1,7,7,5,7,NA,0,6.5
657,hot,baby,3,3,hot,babi,a,8,1,2,2,3,2,NA,0,2.25
658,hot,oven,3,3,hot,oven,an,68,1,4,3,6,4,NA,1,4.25
659,hot,tea,3,3,hot,tea,NA,68,1,4,4,4,6,NA,0,4.5
660,orange,ball,3,3,orang,ball,a,93,1,3,2,3,4,NA,1,3
661,orange,ball,3,3,orang,ball,a,93,1,3,2,3,4,NA,1,3
662,orange,carrot,3,3,orang,carrot,a,83,1,6,6,6,5,NA,0,5.75
663,orange,fish,3,3,orang,fish,a,64,1,4,3,3,3,NA,1,3.25
664,pink,nose,3,3,pink,nose,a,41,1,3,3,3,NA,NA,0,3
665,plastic,bowl,3,3,plastic,bowl,a,8,1,5,7,4,3,NA,2,4.75
666,purple,bird,3,3,purpl,bird,a,17,1,2,3,1,2,NA,1,2
667,purple,block,3,3,purpl,block,a,85,1,2,2,3,3,NA,0,2.5
668,purple,cat,3,3,purpl,cat,a,99,1,2,1,1,1,NA,1,1.25
669,purple,fish,3,3,purpl,fish,a,21,1,1,2,3,3,NA,1,2.25
670,red,fence,3,3,red,fenc,a,91,1,2,2,3,NA,NA,0,2.3333333333333335
671,red,flag,3,3,red,flag,a,81,1,3,3,3,NA,NA,0,3
672,red,sun,3,3,red,sun,the,30,1,3,2,3,2,NA,1,2.5
673,yellow,block,3,3,yellow,block,a,87,1,3,2,2,4,NA,1,2.75
674,back,stair,3,2,back,stair,a,98,1,3,3,2,NA,NA,0,2.6666666666666665
675,bright,color,3,2,bright,color,a,24,1,4,4,3,3,NA,0,3.5
676,bright,paper,3,2,bright,paper,a,79,1,3,3,6,4,NA,0,4
677,brown,shoe,3,2,brown,shoe,a,48,1,5,3,5,4,NA,2,4.25
678,curly,hair,3,2,curli,hair,a,108,1,3,3,3,4,NA,0,3.25
679,curly,tail,3,2,curli,tail,a,67,1,2,5,3,3,NA,3,3.25
680,dead,head,3,2,dead,head,a,52,1,3,3,3,NA,NA,0,3
681,dead,leave,3,2,dead,leav,a,18,1,3,3,5,1,NA,0,3
682,dirty,basket,3,2,dirti,basket,a,61,1,4,4,4,2,NA,0,3.5
683,dirty,park,3,2,dirti,park,a,81,1,3,4,3,NA,NA,1,3.3333333333333335
684,dirty,toe,3,2,dirti,toe,a,84,1,5,4,3,3,NA,1,3.75
