id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
1080,2019-10-10 21:12:35.762301,purple,spaghetti,,,,f,,{},info,166,103,2
1087,2019-10-10 21:12:39.277495,orange,ball,,,,f,,{},info,165,93,3
1104,2019-10-10 21:12:45.288573,red,pancake,,,,f,,{},info,175,76,2
1109,2019-10-10 21:12:46.731671,khaki,shorts,,,,f,,{},info,162,30,5
1114,2019-10-10 21:12:48.348686,stationary,bike,,,,f,,{},info,165,93,3
1982,2019-10-10 21:17:53.349249,concrete,cake,,,,f,,{},info,212,37,1
1129,2019-10-10 21:12:53.120428,orange,block,,,,f,,{},info,169,59,5
33,2019-10-10 21:02:52.113463,green,strawberry,,,,f,,{},info,116,43,2
34,2019-10-10 21:02:53.291225,sandy,pocket,,,,f,,{},info,114,96,2
201,2019-10-10 21:04:28.138885,orange,crayon,,,,f,,{},info,122,64,3
48,2019-10-10 21:03:01.757316,orange,bag,,,,f,,{},info,114,96,3
52,2019-10-10 21:03:04.383072,outdoor,art,,,,f,,{},info,112,49,3
91,2019-10-10 21:03:25.05903,green,shoe,,,,t,2019-10-10 21:08:30.443332,{},info,117,68,3
53,2019-10-10 21:03:04.884605,wet,bottom,,,,f,,{},info,113,44,2
211,2019-10-10 21:04:32.325023,hot,cream,,,,f,,{},info,124,106,2
54,2019-10-10 21:03:05.274028,hot,pig,,,,f,,{},info,116,43,3
217,2019-10-10 21:04:34.800329,,,,,,f,,{},info,109,109,"{{green,deck,a},{muddy,wheel,a},{bright,mercury,NA},{red,chair,a},{red,brick,a},{pink,phone,a},{red,gate,a},{red,bed,a},{orange,car,a},{gold,star,a},{brown,ear,an},{green,mud,NA},{purple,sand,NA},{hot,swing,a},{hot,pear,a},{red,coral,NA},{hot,sky,a},{yellow,van,a},{yellow,crayon,a},{dark,ball,a}}"
62,2019-10-10 21:03:10.1208,sunny,curtain,,,,f,,{},info,118,64,1
65,2019-10-10 21:03:12.597443,,attentioncheck,,,,f,,{},info,112,49,5
72,2019-10-10 21:03:15.820882,grey,hair,,,,f,,{},info,114,96,3
298,2019-10-10 21:05:11.252316,purple,mouth,,,,f,,{},info,128,51,1
79,2019-10-10 21:03:19.413981,blind,mom,,,,f,,{},info,114,96,3
966,2019-10-10 21:11:52.146914,,,,,,f,,{},info,35,35,"{{brown,grass,NA},{wet,swing,a},{red,sunshine,NA},{dark,game,a},{giant,creature,a},{yellow,cake,a},{green,ring,a},{purple,kitchen,a},{sweet,sauce,NA},{hot,beam,a},{pink,sword,a},{fat,elephant,an},{icy,ring,a},{oval,piece,a},{velvety,calf,a},{purple,diamond,a},{yellow,tongue,a},{green,color,a},{bottom,shelf,a},{pink,leg,a}}"
219,2019-10-10 21:04:35.184256,purple,dolphin,,,,f,,{},info,124,106,2
223,2019-10-10 21:04:36.407316,,,,,,f,,{},info,51,51,"{{foamy,ball,a},{red,rose,a},{thick,olive,an},{red,night,a},{gold,helmet,a},{brown,stick,a},{flat,triangle,a},{purple,mouth,a},{bright,dad,a},{green,fish,a},{square,line,a},{red,clay,NA},{purple,wiggle,a},{red,baby,a},{green,jungle,a},{red,tomato,a},{pink,horse,a},{red,log,a},{green,bib,a},{wooden,piece,a}}"
95,2019-10-10 21:03:28.12993,giant,dog,,,,f,,{},info,113,44,2
106,2019-10-10 21:03:34.512884,,,,,,f,,{},info,64,64,"{{sunny,curtain,a},{red,water,NA},{hot,grill,a},{orange,sugar,NA},{yellow,dog,a},{green,cantaloupe,a},{yellow,train,a},{orange,fish,a},{yellow,track,a},{green,melon,a},{dirty,shirt,a},{orange,stripe,a},{ivory,tooth,a},{hot,candle,a},{green,triangle,a},{purple,snake,a},{solid,body,a},{orange,crayon,a},{purple,mouse,a},{purple,door,a}}"
108,2019-10-10 21:03:35.359623,,,,,,f,,{},info,23,23,"{{dark,dog,a},{yellow,chick,a},{dirty,pig,a},{pink,pear,a},{purple,row,a},{yellow,juice,NA},{yellow,turtle,a},{purple,ball,a},{yellow,table,a},{limp,sheep,a},{silver,shell,a},{purple,collar,a},{brown,paper,a},{dirty,bowl,a},{yellow,lid,a},{dead,turtle,a},{silver,card,a},{red,truck,a},{pink,fairy,a},{yellow,stick,a}}"
110,2019-10-10 21:03:36.184867,purple,bowl,,,,f,,{},info,120,53,2
1011,2019-10-10 21:12:10.03736,giant,body,,,,f,,{},info,161,36,3
973,2019-10-10 21:11:54.2559,bright,fish,,,,f,,{},info,159,34,4
232,2019-10-10 21:04:39.985439,red,bat,,,,f,,{},info,124,106,4
119,2019-10-10 21:03:41.480662,wet,pile,,,,f,,{},info,119,39,2
131,2019-10-10 21:03:47.610602,pink,pear,,,,f,,{},info,123,23,3
114,2019-10-10 21:03:38.516983,hot,oven,,,,t,2019-10-10 21:08:30.453493,{},info,117,68,3
1001,2019-10-10 21:12:06.498708,red,wrapper,,,,f,,{},info,168,106,3
246,2019-10-10 21:04:45.265858,wet,game,,,,f,,{},info,124,106,2
144,2019-10-10 21:03:56.720804,purple,ball,,,,f,,{},info,123,23,2
167,2019-10-10 21:04:11.028376,pink,honey,,,,f,,{},info,120,53,2
249,2019-10-10 21:04:46.278276,,attentioncheck,,,,f,,{},info,124,106,3
172,2019-10-10 21:04:14.851281,yellow,lid,,,,f,,{},info,123,23,2
174,2019-10-10 21:04:16.685674,yellow,couch,,,,f,,{},info,120,53,2
301,2019-10-10 21:05:13.006309,red,bed,,,,f,,{},info,127,109,2
179,2019-10-10 21:04:19.226349,hot,candle,,,,f,,{},info,122,64,7
253,2019-10-10 21:04:48.518255,giant,water,,,,f,,{},info,119,39,3
182,2019-10-10 21:04:20.790364,light,horse,,,,f,,{},info,120,53,2
