id,creation_time,property1,property2,property3,property4,property5,failed,time_of_death,details,type,origin_id,network_id,contents
162,2019-10-09 23:53:03.183031,green,grasshopper,,,,t,2019-10-09 23:53:40.916507,{},info,13,1,6
157,2019-10-09 23:52:56.682862,orange,sticker,,,,t,2019-10-09 23:53:40.940531,{},info,13,1,3
173,2019-10-09 23:53:14.863781,yellow,flag,,,,t,2019-10-09 23:53:41.170603,{},info,12,5,3
134,2019-10-09 23:52:28.583225,red,sunset,,,,t,2019-10-09 23:53:41.36248,{},info,12,5,3
180,2019-10-09 23:55:29.895191,grey,bridge,,,,f,,{},info,14,3,4
183,2019-10-09 23:55:38.691825,green,roof,,,,f,,{},info,14,3,2
194,2019-10-09 23:56:13.41994,orange,nose,,,,f,,{},info,14,3,1
110,2019-10-09 23:51:00.680397,bright,card,,,,t,2019-10-09 23:51:40.512815,{},info,10,5,6
213,2019-10-10 00:06:05.096409,orange,balloon,,,,f,,{},info,15,5,3
104,2019-10-09 23:50:46.842516,orange,balloon,,,,t,2019-10-09 23:51:40.540637,{},info,10,5,4
95,2019-10-09 23:50:06.188649,brown,clump,,,,t,2019-10-09 23:51:40.61561,{},info,10,5,3
132,2019-10-09 23:52:01.654765,,attentioncheck,,,,t,2019-10-09 23:52:23.242322,{},info,11,3,5
138,2019-10-09 23:52:34.116547,pink,bow,,,,t,2019-10-09 23:53:41.031391,{},info,13,1,3
175,2019-10-09 23:53:17.153556,plastic,tunnel,,,,t,2019-10-09 23:53:41.161713,{},info,12,5,3
185,2019-10-09 23:55:43.848089,bright,star,,,,f,,{},info,14,3,5
100,2019-10-09 23:50:17.182846,yellow,duckling,,,,t,2019-10-09 23:51:40.571159,{},info,10,5,6
216,2019-10-10 00:06:08.82903,bright,card,,,,f,,{},info,15,5,2
97,2019-10-09 23:50:10.991161,dark,cow,,,,t,2019-10-09 23:51:40.597607,{},info,10,5,2
220,2019-10-10 00:06:14.040097,,attentioncheck,,,,f,,{},info,15,5,5
111,2019-10-09 23:51:02.51962,red,arrow,,,,t,2019-10-09 23:52:23.430602,{},info,11,3,5
159,2019-10-09 23:52:58.688799,brown,color,,,,t,2019-10-09 23:53:40.932662,{},info,13,1,3
